title,overview,genres,emotion,link
Harakiri,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.","['Drama', 'History']",depressed,https://www.themoviedb.org/movie/14537
William Tell,"The narrative unfolds in the 14th Century, when the European nations vie for supremacy within the Holy Roman Empire. The ambitious Austrian Empire, desiring more land, invades neighbouring Switzerland, a serene and pastoral nation. Protagonist William Tell, a formerly peaceful hunter, finds himself forced to take action as his family and homeland come under threat from the oppressive Austrian King and his ruthless warlords.","['Drama', 'History']",depressed,https://www.themoviedb.org/movie/1195631
The Irishman,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.","['Drama', 'History']",depressed,https://www.themoviedb.org/movie/398978
The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle—a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.","['Drama', 'History']",depressed,https://www.themoviedb.org/movie/9912
The Other Boleyn Girl,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.","['Drama', 'History']",depressed,https://www.themoviedb.org/movie/12184
Materialists,"A young, ambitious New York City matchmaker finds herself torn between the perfect match and her imperfect ex.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1136867
Saiyaara,"Two artistic souls find harmony through music despite their contrasting worlds. As feelings deepen, age and circumstances challenge their undeniable bond.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1241634
Jokōsei torio: seikan shiken,"Three high school girls. One is experienced, one has fantasies and one is curious. What more will they learn before graduation?","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/611251
Intimacy,"Failed musician Jay abandoned his family and now earns a living as head bartender in a trendy London pub. Every Wednesday afternoon, a woman comes to his house for graphic, almost wordless, sex. One day, Jay follows her and learns about her. This eventually disrupts their relationship.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/11845
Follow,"Sebastián, a charismatic con artist who seduces women to steal their money, puts his retirement plans on hold after the sudden appearance of Carolina, an enigmatic woman who will expose him to the greatest danger of his career.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1236197
My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1010581
Stepmom's Desire,"Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/715287
The Girl Downstairs Extra: Promised Future,"Freshman Yuan Juntang applied to Minsong University in order to get closer to Zhu Zhu, whom he has had a crush on. At the university, he meets Li Shiya who used to be his idol, and takes a temporary absence from school.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1354253
Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1156593
365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/829557
Aşk Sadece Bir An,A young man and woman from very different backgrounds fall in love but their relationship faces obstacles from his troubled past and her overprotective parents.,"['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1422227
My Fault: London,"18-year-old Noah moves from America to London, with her mother who's recently fallen in love with William, a wealthy British businessman. Noah meets William’s son, bad-boy Nick, and soon discovers there is an attraction between them neither can avoid. As Noah spends the summer adjusting to her new life, her devastating past will catch up with her while falling in love for the first time.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1294203
Sorority,"A tale of seduction and mystery. A fearless pre-law student joins an elite sorority led by a powerful heiress. As secrets unfold, she’s torn between the woman who awakened her desire and a truth that could destroy them both.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1477114
Ask Me What You Want,"After his father's death, Eric Zimmerman travels to Spain to oversee his company's branches. In Madrid, he falls for Judith and engage in an intense, erotic relationship full of exploration. However, Eric fears his secret may end their affair.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1252309
Anora,"A young sex worker from Brooklyn gets her chance at a Cinderella story when she meets and impulsively marries the son of an oligarch. Once the news reaches Russia, her fairytale is threatened as his parents set out to get the marriage annulled.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1064213
Ligaw,"A sultry woman who charms the hearts of men in a remote province. Dolores, a devoted wife to her paraplegic husband, falls for a young mountaineer. What begins as a reckless escape turns into an affair drenched in passion and secrecy.","['Drama', 'Romance']",lonely,https://www.themoviedb.org/movie/1470086
